dataset_index,true_cipher_type,difficulty,true_plaintext,ciphertext_original,rq2_std_pred,rq2_std_correct,rq2_char_pred,rq2_char_correct,rq3_std_pred,rq3_std_correct,rq3_char_pred,rq3_char_correct
2414,Morse Code,1,Excited to attend my first concert next month! #MusicLover #LiveEvents,. -..- -.-. .. - . -..   - ---   .- - - . -. -..   -- -.--   ..-. .. .-. ... -   -.-. --- -. -.-. . .-. -   -. . -..- -   -- --- -. - .... !   # -- ..- ... .. -.-. .-.. --- ...- . .-.   # .-.. .. ...- . . ...- . -. - ...,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
2415,Bacon Cipher,1,Excited to attend my first concert next month! #MusicLover #LiveEvents,AABAABABBBAAABAABAAABAABBAABAAAAABBBAABBABBBAAAAAABAABBBAABBAABAAABBABAAABBABBAABBAAAAABABABAAABAAABBAABABAABBAAABAABBBAABBABAAABAAABAABAAABBAABBABBABAABAABABBBBAABBABBAAABBBAABBABBAABBAABBBABBAABABAABAABAABAAAAAABAABABBABBBABABABAABAABAAABABABBABAAABABABAABAAAABAABABABAABAAABBABBAABBBAABA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2416,Rail Fence Cipher,2,Excited to attend my first concert next month! #MusicLover #LiveEvents,Etttd soremhMceLEtxie oatn yfrtcnetnx ot!#uiLvr#ievnscd emi c tn so ve,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2417,Vigenère Cipher,2,Excited to attend my first concert next month! #MusicLover #LiveEvents,ducfniv nr xtqyrv gb ciomx ciqbbrq rwxn llnqb! #gxrfciizwr #kfvbyzwnnv,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
2418,Playfair Cipher,2,Excited to attend my first concert next month! #MusicLover #LiveEvents,CNKCNDLZVFNTNDTEPUIZSUXDXVDGSXWMTNHNVNKPYUCKHTNGSKAXCNGNMWZT,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2419,RSA Cipher,3,Excited to attend my first concert next month! #MusicLover #LiveEvents,28 1542 281 3179 884 1313 1773 1992 884 2185 1992 1632 884 884 1313 2235 1773 1992 2271 487 1992 1369 3179 2412 1230 884 1992 281 2185 2235 281 1313 2412 884 1992 2235 1313 1542 884 1992 2271 2185 2235 884 2170 1853 1992 921 3123 2160 1230 3179 281 2726 2185 2578 1313 2412 1992 921 2726 3179 2578 1313 28 2578 1313 2235 884 1230,Morse Code,False,Morse Code,False,RSA Cipher,True,Vigenère Cipher,False
2420,AES Cipher,3,Excited to attend my first concert next month! #MusicLover #LiveEvents,649om//R35az12lu20xU2VfAWf5hYWXrw8bSzsnVnLIFQ8kpeykN0SpNNloSa0nVWtqa5H0SNsv9lhpgLCse+qBHfFa+41YrglQkbRnEuZY=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2421,Caesar Cipher,1,The prosecution calls its final witness to the stand.,wkh survhfxwlrq fdoov lwv ilqdo zlwqhvv wr wkh vwdqg.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2422,Atbash Cipher,1,The prosecution calls its final witness to the stand.,Gsv kilhvxfgrlm xzooh rgh urmzo drgmvhh gl gsv hgzmw.,Playfair Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2423,Morse Code,1,The prosecution calls its final witness to the stand.,- .... .   .--. .-. --- ... . -.-. ..- - .. --- -.   -.-. .- .-.. .-.. ...   .. - ...   ..-. .. -. .- .-..   .-- .. - -. . ... ...   - ---   - .... .   ... - .- -. -.. .,Playfair Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
2424,Bacon Cipher,1,The prosecution calls its final witness to the stand.,BAABBAABBBAABAAABBBBBAAABABBBABAABAAABAAAAABABABAABAABBABAAAABBBAABBABAAABAAAAAAABABBABABBBAABAABAAABAABBBAABAAABABABAAAABBABAAAAAABABBBABBAABAAABAABBABBABAABAABAABABAABABAABBABBBABAABBAABBBAABAABAABABAABBAAAAAABBABAAABB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
2425,Rail Fence Cipher,2,The prosecution calls its final witness to the stand.,Tpeicssnwetht.h rscto al t ia ins otesadeounliflts  n,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,True,Atbash Cipher,False
2426,Vigenère Cipher,2,The prosecution calls its final witness to the stand.,oyp jjkichpktrh yqjqn twm bylfg hlnfaiq of wbw irfiu.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2427,Playfair Cipher,2,The prosecution calls its final witness to the stand.,GEHRNARKMCECDWIUFZSZCEPLDRBIYDGMKRMKUGEKMKORFW,Playfair Cipher,True,Playfair Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2428,RSA Cipher,3,The prosecution calls its final witness to the stand.,2159 2170 1313 1992 612 2412 2185 1230 1313 281 2160 884 3179 2185 2235 1992 281 1632 745 745 1230 1992 3179 884 1230 1992 1369 3179 2235 1632 745 1992 1107 3179 884 2235 1313 1230 1230 1992 884 2185 1992 884 2170 1313 1992 1230 884 1632 2235 1773 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2429,AES Cipher,3,The prosecution calls its final witness to the stand.,oJ6LWjyWumFkwR3rmdWFf7MHQTUvkImkTZnw+o9vP90+pxfoYzP1zeyASoTRdFHW+6y3Y5O/G1xT7hW+hqO2+w==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
2430,Caesar Cipher,1,Company reports successful launch of new product line,frpsdqb uhsruwv vxffhvvixo odxqfk ri qhz surgxfw olqh,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2431,Atbash Cipher,1,Company reports successful launch of new product line,Xlnkzmb ivkligh hfxxvhhufo ozfmxs lu mvd kilwfxg ormv,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2432,Morse Code,1,Company reports successful launch of new product line,-.-. --- -- .--. .- -. -.--   .-. . .--. --- .-. - ...   ... ..- -.-. -.-. . ... ... ..-. ..- .-..   .-.. .- ..- -. -.-. ....   --- ..-.   -. . .--   .--. .-. --- -.. ..- -.-. -   .-.. .. -. .,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Morse Code,True
2433,Bacon Cipher,1,Company reports successful launch of new product line,AAABAABBBAABBAAABBBBAAAAAABBABBBAAABAAABAABAAABBBBABBBABAAABBAABBBAABABAABABABAAAAABAAAABAAABAABAABABAABAAABABBABAAABABBABABBAAAAABABAAABBABAAABAAABBBABBBAAABABABBABAABAABABBAABBBBBAAABABBBAAAABBBABAAAAABABAABBABABBABAAAABBABAABAA,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2434,Rail Fence Cipher,2,Company reports successful launch of new product line,Carrseuah  d eopn eot ucsflluc fnwpoutlnmypscs noerci,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
2435,Vigenère Cipher,2,Company reports successful launch of new product line,kmhsspt phxmmwk nyafmqnimn pyxvac gh rcz nmrvwxx oqlz,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Vigenère Cipher,True
2436,Playfair Cipher,2,Company reports successful launch of new product line,ARPEUPZOLEQKVTWNIZPITSVDPQOPCPUZVOPDTUKQGNPXREPD,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2437,RSA Cipher,3,Company reports successful launch of new product line,641 2185 2271 612 1632 2235 487 1992 2412 1313 612 2185 2412 884 1230 1992 1230 2160 281 281 1313 1230 1230 1369 2160 745 1992 745 1632 2160 2235 281 2170 1992 2185 1369 1992 2235 1313 1107 1992 612 2412 2185 1773 2160 281 884 1992 745 3179 2235 1313,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2438,AES Cipher,3,Company reports successful launch of new product line,7xPVuKCjpn/HyyNtMCnMUk+SyQNs4ibF6i+VLc3AzdoHI71q85JANEUk1erOBsi8jDHiUxdT45sNGNEcGmfOFQ==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
2439,Caesar Cipher,1,You miss 100% of the shots you don't take.,brx plvv 100% ri wkh vkrwv brx grq'w wdnh.,Morse Code,False,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False
2440,Atbash Cipher,1,You miss 100% of the shots you don't take.,Blf nrhh 100% lu gsv hslgh blf wlm'g gzpv.,Morse Code,False,Vigenère Cipher,False,Atbash Cipher,True,Playfair Cipher,False
2441,Morse Code,1,You miss 100% of the shots you don't take.,-.-- --- ..-   -- .. ... ...   .---- ----- ----- %   --- ..-.   - .... .   ... .... --- - ...   -.-- --- ..-   -.. --- -. ' -   - .- -.- . .,Morse Code,True,Bacon Cipher,False,Morse Code,True,Rail Fence Cipher,False
2442,Bacon Cipher,1,You miss 100% of the shots you don't take.,BBAAAABBBABABAAABBAAABAAABAABABAABAABBBAAABABBAABBAABBBAABAABAABAAABBBABBBABAABBBAABABBAAAABBBABABAAAAABBABBBAABBABBAABBBAABBAAAAAABABAAABAA,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2443,Rail Fence Cipher,2,You miss 100% of the shots you don't take.,Ym %  too eo is10 ftesosyudnttk.us0ohh  'a,Atbash Cipher,False,Atbash Cipher,False,Atbash Cipher,False,Atbash Cipher,False
2444,Vigenère Cipher,2,You miss 100% of the shots you don't take.,pxs yhqy 100% ae zgr bfifr enh mmh's zzxv.,Morse Code,False,Vigenère Cipher,True,Atbash Cipher,False,Vigenère Cipher,True
2445,Playfair Cipher,2,You miss 100% of the shots you don't take.,VQGRCYVMINDHVWQEVZREOVTUAIDU,Atbash Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2446,RSA Cipher,3,You miss 100% of the shots you don't take.,99 2185 2160 1992 2271 3179 1230 1230 1992 2906 624 624 1350 1992 2185 1369 1992 884 2170 1313 1992 1230 2170 2185 884 1230 1992 487 2185 2160 1992 1773 2185 2235 1956 884 1992 884 1632 690 1313 2825,RSA Cipher,True,Vigenère Cipher,False,"RSA Cipher (Note: RSA is a public-key encryption method, and the given ciphertext appears to be in its encrypted form. However, without knowing the specific parameters used for encryption, it's impossible to confirm with absolute certainty that this is an RSA ciphertext.)",True,Vigenère Cipher,False
2447,AES Cipher,3,You miss 100% of the shots you don't take.,LxkNrmcm9Dv8S2kQKDDL1VxDXWYK9DEMMtuY73evfxW0gQOJ+O0Qxn17Pzpw0FYo,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Rail Fence Cipher,False
2448,Caesar Cipher,1,The study of genetics has advanced significantly in recent years.,wkh vwxgb ri jhqhwlfv kdv dgydqfhg vljqlilfdqwob lq uhfhqw bhduv.,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2449,Atbash Cipher,1,The study of genetics has advanced significantly in recent years.,Gsv hgfwb lu tvmvgrxh szh zwezmxvw hrtmrurxzmgob rm ivxvmg bvzih.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2450,Morse Code,1,The study of genetics has advanced significantly in recent years.,- .... .   ... - ..- -.. -.--   --- ..-.   --. . -. . - .. -.-. ...   .... .- ...   .- -.. ...- .- -. -.-. . -..   ... .. --. -. .. ..-. .. -.-. .- -. - .-.. -.--   .. -.   .-. . -.-. . -. -   -.-- . .- .-. ... .,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
2451,Bacon Cipher,1,The study of genetics has advanced significantly in recent years.,BAABBAABBBAABAABAABABAABBBABAAAAABBBBAAAABBBAAABABAABBAAABAAABBABAABAABAABBABAAAAAABABAABAAABBBAAAAABAABAAAAAAAAABBBABABAAAAAABBABAAABAAABAAAAABBBAABAABAAAAABBAABBABABAAAAABABABAAAAAABAAAAAAABBABBAABBABABBBBAAAABAAAABBABBAAABAABAAAAABAAABAAABBABBAABBBBAAAAABAAAAAAABAAABBAABA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2452,Rail Fence Cipher,2,The study of genetics has advanced significantly in recent years.,Tsy essveifn rne.h td fgntc a dacdsgiiatyi eetyaseuoeihan nclnc r,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2453,Vigenère Cipher,2,The study of genetics has advanced significantly in recent years.,fzp kkxzo ax iwehpyae sck dzlyzupf jlcdgrancfkou gz cguvqp wqscu.,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
2454,Playfair Cipher,2,The study of genetics has advanced significantly in recent years.,CLHMDZAZBEHFMFOCAYSHYHPZQSOHAUKRRBGBAHUBHZBRMGOHUBVHKSRY,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2455,RSA Cipher,3,The study of genetics has advanced significantly in recent years.,2159 2170 1313 1992 1230 884 2160 1773 487 1992 2185 1369 1992 2923 1313 2235 1313 884 3179 281 1230 1992 2170 1632 1230 1992 1632 1773 2578 1632 2235 281 1313 1773 1992 1230 3179 2923 2235 3179 1369 3179 281 1632 2235 884 745 487 1992 3179 2235 1992 2412 1313 281 1313 2235 884 1992 487 1313 1632 2412 1230 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2456,AES Cipher,3,The study of genetics has advanced significantly in recent years.,hJ+Sy3vSaIbPaIWZ2cx0U6KExylxOa6cvyoeO0Cl2tizDcSqBMfQ9oDnyhNwcPuKLTdNAJb6Syby+8sl6uWa9dy9hQAGoMkOu0tqrwdXZoc=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2457,Caesar Cipher,1,Regular dental care is important for maintaining oral health.,uhjxodu ghqwdo fduh lv lpsruwdqw iru pdlqwdlqlqj rudo khdowk.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2458,Atbash Cipher,1,Regular dental care is important for maintaining oral health.,Ivtfozi wvmgzo xziv rh rnkligzmg uli nzrmgzrmrmt lizo svzogs.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2459,Morse Code,1,Regular dental care is important for maintaining oral health.,.-. . --. ..- .-.. .- .-.   -.. . -. - .- .-..   -.-. .- .-. .   .. ...   .. -- .--. --- .-. - .- -. -   ..-. --- .-.   -- .- .. -. - .- .. -. .. -. --.   --- .-. .- .-..   .... . .- .-.. - .... .,Playfair Cipher,False,Playfair Cipher,False,Morse Code,True,Morse Code,True
2460,Bacon Cipher,1,Regular dental care is important for maintaining oral health.,BAAABAABAAAABBABABAAABABBAAAAABAAABAAABBAABAAABBABBAABBAAAAAABABBAAABAAAAAABAAABAABAAABAAABAABAABAAAABBAAABBBBABBBABAAABBAABBAAAAAABBABBAABBAABABABBBABAAABABBAAAAAAAABAAAABBABBAABBAAAAAABAAAABBABABAAAABBABAABBAABBBABAAABAAAAAABABBAABBBAABAAAAAAAABABBBAABBAABBB,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2461,Rail Fence Cipher,2,Regular dental care is important for maintaining oral health.,Rldaaimt  nn la.eua etlcr sipratfrmitiigoa elhgrn e onoaanrht,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False,Atbash Cipher,False
2462,Vigenère Cipher,2,Regular dental care is important for maintaining oral health.,riembxo eunxyd zxpf iw acmlpuqnx xeo kbynxyadfke erej xbxjux.,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
2463,Playfair Cipher,2,Regular dental care is important for maintaining oral health.,MGEWGDTAMERDKDGWKBYCTBAWRDDMGXSQCODMCOCBAEAWDGNFDGQD,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False,RSA Cipher,False
2464,RSA Cipher,3,Regular dental care is important for maintaining oral health.,1859 1313 2923 2160 745 1632 2412 1992 1773 1313 2235 884 1632 745 1992 281 1632 2412 1313 1992 3179 1230 1992 3179 2271 612 2185 2412 884 1632 2235 884 1992 1369 2185 2412 1992 2271 1632 3179 2235 884 1632 3179 2235 3179 2235 2923 1992 2185 2412 1632 745 1992 2170 1313 1632 745 884 2170 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2465,AES Cipher,3,Regular dental care is important for maintaining oral health.,sUUzlVWAfll6Q3tbc+QnZ25bE5LCBWYI49D5a5xeSnckEVNFTWk92KdPEvaJJBn6LdS/4Vtx6fZxlwdZbxYc9w==,Vigenère Cipher,False,Playfair Cipher,False,"Base64 Encoding (Not a traditional encryption method, but it's a common method for encoding binary data)",False,Vigenère Cipher,False
2466,Caesar Cipher,1,New initiatives aim to promote renewable energy sources,qhz lqlwldwlyhv dlp wr surprwh uhqhzdeoh hqhujb vrxufhv,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,RSA Cipher,False
2467,Atbash Cipher,1,New initiatives aim to promote renewable energy sources,Mvd rmrgrzgrevh zrn gl kilnlgv ivmvdzyov vmvitb hlfixvh,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Atbash Cipher,True
2468,Morse Code,1,New initiatives aim to promote renewable energy sources,-. . .--   .. -. .. - .. .- - .. ...- . ...   .- .. --   - ---   .--. .-. --- -- --- - .   .-. . -. . .-- .- -... .-.. .   . -. . .-. --. -.--   ... --- ..- .-. -.-. . ...,Morse Code,True,Vigenère Cipher,False,Morse Code,True,Morse Code,True
2469,Bacon Cipher,1,New initiatives aim to promote renewable energy sources,ABBABAABAABABBAABAAAABBABABAAABAABBABAAAAAAAABAABBABAAABABABAABAABAABAAAAAAABAAAABBAABAABBABBBAABBBBBAAABABBBAABBAAABBBABAABBAABAABAAABAABAAABBABAABAABABBAAAAAAAAAABABABBAABAAAABAAABBABAABAABAAABAABBABBAAABAABAABBBABABAABAAABAAABAAABAABAABA,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2470,Rail Fence Cipher,2,New initiatives aim to promote renewable energy sources,Niivatrtea rsce ntaie i opooernwbeeeg orewitsm m elnyus,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
2471,Vigenère Cipher,2,New initiatives aim to promote renewable energy sources,srg lpyzpvyvfjv qot yb uuqcuaz eoshyqhsz rxjuio zjzemjv,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2472,Playfair Cipher,2,New initiatives aim to promote renewable energy sources,MGYGTGYTIYEYGDITNLSATKTDMIMHMGYPLUHVGMHMIWKFXLQHKW,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
2473,RSA Cipher,3,New initiatives aim to promote renewable energy sources,3165 1313 1107 1992 3179 2235 3179 884 3179 1632 884 3179 2578 1313 1230 1992 1632 3179 2271 1992 884 2185 1992 612 2412 2185 2271 2185 884 1313 1992 2412 1313 2235 1313 1107 1632 2570 745 1313 1992 1313 2235 1313 2412 2923 487 1992 1230 2185 2160 2412 281 1313 1230,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2474,AES Cipher,3,New initiatives aim to promote renewable energy sources,gjudo5kW/CcDcgSZzC1X4hl3Mldex8pSHngMh9TtqsMM8qj5Kl0tHi3KsUfgZ8g7CeS7Q7O+HoFt6zdCZpAJrw==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2475,Caesar Cipher,1,It was a moment that would define her future forever.,lw zdv d prphqw wkdw zrxog ghilqh khu ixwxuh iruhyhu.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2476,Atbash Cipher,1,It was a moment that would define her future forever.,Rg dzh z nlnvmg gszg dlfow wvurmv svi ufgfiv ulivevi.,Vigenère Cipher,False,Playfair Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2477,Morse Code,1,It was a moment that would define her future forever.,.. -   .-- .- ...   .-   -- --- -- . -. -   - .... .- -   .-- --- ..- .-.. -..   -.. . ..-. .. -. .   .... . .-.   ..-. ..- - ..- .-. .   ..-. --- .-. . ...- . .-. .,Vigenère Cipher,False,Playfair Cipher,False,Morse Code,True,Rail Fence Cipher,False
2478,Bacon Cipher,1,It was a moment that would define her future forever.,ABAAABAABBBABBAAAAAABAABAAAAAAABBAAABBBAABBAAAABAAABBABBAABBBAABBAABBBAAAAABAABBBABBAABBBABABAAABABBAAABBAAABBAABAAAABABABAAAABBABAABAAAABBBAABAABAAABAABABBABAABAABBBABAABAAABAABAAAABABABBBABAAABAABAABABABAABAABAAAB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2479,Rail Fence Cipher,2,It was a moment that would define her future forever.,Ia et leert e.twsammn htwuddfn e uuefrvr  otao ihfroe,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2480,Vigenère Cipher,2,It was a moment that would define her future forever.,fm vqb e olfvmj rlav pftbm hehfgv xnp fwqnid omvexbk.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2481,Playfair Cipher,2,It was a moment that would define her future forever.,TYDGDOSEEKPURIBPXATMSWMAGKUCKONHNUNTCKHXCZOU,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,"RSA Cipher (Note: The given ciphertext is not a standard RSA ciphertext. RSA is a public-key encryption method, and the given ciphertext is a string of characters, not a number as expected in RSA.)",False
2482,RSA Cipher,3,It was a moment that would define her future forever.,1486 884 1992 1107 1632 1230 1992 1632 1992 2271 2185 2271 1313 2235 884 1992 884 2170 1632 884 1992 1107 2185 2160 745 1773 1992 1773 1313 1369 3179 2235 1313 1992 2170 1313 2412 1992 1369 2160 884 2160 2412 1313 1992 1369 2185 2412 1313 2578 1313 2412 2825,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (Note: This is a RSA encrypted RSA modulus, not the actual encrypted message)",True,Vigenère Cipher,False
2483,AES Cipher,3,It was a moment that would define her future forever.,2LJyXUAg270/Yxxt7xFaHUz7bSbx11KhaW+rLxg8+M9ypmuZRz0xFm1uW1OUcl88SYf7eZlcyardtnCGnfmNMw==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
2484,Caesar Cipher,1,The algorithm uses heuristics to improve search efficiency.,wkh dojrulwkp xvhv khxulvwlfv wr lpsuryh vhdufk hiilflhqfb.,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2485,Atbash Cipher,1,The algorithm uses heuristics to improve search efficiency.,Gsv zotlirgsn fhvh svfirhgrxh gl rnkilev hvzixs vuurxrvmxb.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2486,Morse Code,1,The algorithm uses heuristics to improve search efficiency.,- .... .   .- .-.. --. --- .-. .. - .... --   ..- ... . ...   .... . ..- .-. .. ... - .. -.-. ...   - ---   .. -- .--. .-. --- ...- .   ... . .- .-. -.-. ....   . ..-. ..-. .. -.-. .. . -. -.-. -.-- .,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
2487,Bacon Cipher,1,The algorithm uses heuristics to improve search efficiency.,BAABBAABBBAABAAAAAAAABABBAABBAABBBABAAABABAAABAABBAABBBABBAABABAABAABAAABAABAABAAABBBAABAABABAABAAABABAAABAABABAABBABAAAAAABABAABABAABBABBBAABAAAABBAAABBBBBAAABABBBABABABAABAABAABAAABAAAAAAABAAABAAABAAABBBAABAAAABABAABABABAAAAAABAABAAAAABAAABBABAAABABBAAA,Atbash Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
2488,Rail Fence Cipher,2,The algorithm uses heuristics to improve search efficiency.,Tarmeess r recch loih sshuitc oipoesac fiinyegtu ritmvehfe.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
2489,Vigenère Cipher,2,The algorithm uses heuristics to improve search efficiency.,pqb zrvygapqj tytc zadoorzxmh px olvgykw bbgqiw txbrzodtri.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
2490,Playfair Cipher,2,The algorithm uses heuristics to improve search efficiency.,HNDQMCRLHAGNFTFQCUPNGAAHGQANGOBZLYFQDQLKCUUWDGGKULIV,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
2491,RSA Cipher,3,The algorithm uses heuristics to improve search efficiency.,2159 2170 1313 1992 1632 745 2923 2185 2412 3179 884 2170 2271 1992 2160 1230 1313 1230 1992 2170 1313 2160 2412 3179 1230 884 3179 281 1230 1992 884 2185 1992 3179 2271 612 2412 2185 2578 1313 1992 1230 1313 1632 2412 281 2170 1992 1313 1369 1369 3179 281 3179 1313 2235 281 487 2825,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (due to the presence of large prime numbers and the format of the numbers, which is characteristic of RSA encryption)",True,Vigenère Cipher,False
2492,AES Cipher,3,The algorithm uses heuristics to improve search efficiency.,YpIdG4Wr94q25SovPqcnStNW3MqODJeZNjHO8r340gtGToxZxHCXX7DicL/MDds9KwabA1lNJQjdRR3GdxpJPg==,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
2493,Caesar Cipher,1,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,mxvw ilqlvkhg d juhdw zrunrxw! ihholqj dffrpsolvkhg! #ilwqhvvmrxuqhb #khdowkbolylqj,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
2494,Atbash Cipher,1,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,Qfhg urmrhsvw z tivzg dliplfg! Uvvormt zxxlnkorhsvw! #UrgmvhhQlfimvb #SvzogsbOrermt,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
2495,Morse Code,1,Just finished a great workout! Feeling accomplished! #FitnessJourney #HealthyLiving,.--- ..- ... -   ..-. .. -. .. ... .... . -..   .-   --. .-. . .- -   .-- --- .-. -.- --- ..- - !   ..-. . . .-.. .. -. --.   .- -.-. -.-. --- -- .--. .-.. .. ... .... . -.. !   # ..-. .. - -. . ... ... .--- --- ..- .-. -. . -.--   # .... . .- .-.. - .... -.-- .-.. .. ...- .. -. --.,Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
